Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,target_label,vote_count,EpId_clean,ClipId_clean,audio_path
MyStutteringLife,13,0,7195200,7243200,True,Pedro Peña,0.2479536831378936,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,3.0,13,0,../SEP-28k_CLIP/MyStutteringLife/13/MyStutteringLife_13_0.wav
StutterTalk,43,38,10759840,10807840,True,Peter Reitzes,0.5754785537719727,,train,test,test,0,0,1,1,0,0,0,3,1,1,0,0,Interjection,3.0,43,38,../SEP-28k_CLIP/StutterTalk/43/StutterTalk_43_38.wav
HeStutters,21,35,4282560,4330560,True,Pamela Mertz,0.5952520966529846,,train,test,test,0,0,0,2,0,0,1,0,1,0,0,0,Block,2.0,21,35,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_35.wav
WomenWhoStutter,69,7,12673760,12721760,False,WomenWhoStutter_69_0,0.5454357862472534,train,test,train,dev,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,69,7,../SEP-28k_CLIP/WomenWhoStutter/69/WomenWhoStutter_69_7.wav
IStutterSoWhat,1,93,7522240,7570240,True,Evan Sherman,,train,dev,dev,train,0,0,1,1,3,0,1,0,0,0,0,0,SoundRep,3.0,1,93,../SEP-28k_CLIP/IStutterSoWhat/1/IStutterSoWhat_1_93.wav
WomenWhoStutter,66,11,929440,977440,False,WomenWhoStutter_66_1,0.3492365181446075,train,dev,dev,train,0,0,0,3,0,1,0,3,0,1,0,0,Block,3.0,66,11,../SEP-28k_CLIP/WomenWhoStutter/66/WomenWhoStutter_66_11.wav
StutterTalk,8,86,10263360,10311360,True,Reuben Schuff,0.5721973180770874,train,test,train,dev,0,0,0,0,0,0,0,3,3,2,0,0,Interjection,3.0,8,86,../SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_86.wav
StutteringIsCool,82,35,1853440,1901440,True,Daniele Rossi,0.451347142457962,,train,test,test,0,0,1,2,0,0,0,3,2,2,0,0,Block,2.0,82,35,../SEP-28k_CLIP/StutteringIsCool/82/StutteringIsCool_82_35.wav
WomenWhoStutter,104,13,7166880,7214880,True,Pamela Mertz,0.1450125426054,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,104,13,../SEP-28k_CLIP/WomenWhoStutter/104/WomenWhoStutter_104_13.wav
StutteringIsCool,12,21,13005760,13053760,True,Daniele Rossi,0.27576944231987,,train,test,test,0,0,0,2,0,1,2,0,0,0,0,0,Block,2.0,12,21,../SEP-28k_CLIP/StutteringIsCool/12/StutteringIsCool_12_21.wav
WomenWhoStutter,20,22,18642400,18690400,True,Pamela Mertz,0.3860584497451782,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,3.0,20,22,../SEP-28k_CLIP/WomenWhoStutter/20/WomenWhoStutter_20_22.wav
WomenWhoStutter,50,213,29987680,30035680,True,Pamela Mertz,0.2105621397495269,,train,test,test,0,0,0,0,2,0,1,0,1,1,0,0,SoundRep,2.0,50,213,../SEP-28k_CLIP/WomenWhoStutter/50/WomenWhoStutter_50_213.wav
IStutterSoWhat,3,83,9088160,9136160,True,Evan Sherman,0.4536148905754089,train,dev,dev,train,0,0,2,0,1,0,0,3,0,2,0,0,Prolongation,2.0,3,83,../SEP-28k_CLIP/IStutterSoWhat/3/IStutterSoWhat_3_83.wav
StutterTalk,58,19,11486560,11534560,True,Dr. Tom Weidig,0.4860087037086487,train,test,train,dev,0,1,0,0,3,0,1,1,0,0,0,0,SoundRep,3.0,58,19,../SEP-28k_CLIP/StutterTalk/58/StutterTalk_58_19.wav
StutterTalk,68,2,48959840,49007840,True,Chaya Goldstein,0.4771637618541717,train,dev,dev,train,0,0,0,1,0,2,0,1,0,0,0,0,WordRep,2.0,68,2,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_2.wav
StutterTalk,21,6,25765120,25813120,False,StutterTalk_21_1,0.5815565586090088,train,dev,dev,train,0,0,0,0,0,2,0,1,1,0,0,0,WordRep,2.0,21,6,../SEP-28k_CLIP/StutterTalk/21/StutterTalk_21_6.wav
HeStutters,5,32,5777440,5825440,True,Pamela Mertz,0.5118290781974792,,train,test,test,0,0,0,1,2,0,1,0,1,0,0,0,SoundRep,2.0,5,32,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_32.wav
StutteringIsCool,0,5,2125120,2173120,True,Daniele Rossi,,,train,test,test,0,0,0,1,1,3,0,0,0,0,0,0,WordRep,3.0,0,5,../SEP-28k_CLIP/StutteringIsCool/0/StutteringIsCool_0_5.wav
StutterTalk,32,30,16004000,16052000,True,Peter Reitzes,0.3812494277954101,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,32,30,../SEP-28k_CLIP/StutterTalk/32/StutterTalk_32_30.wav
WomenWhoStutter,57,104,8467680,8515680,True,Pamela Mertz,0.5243877172470093,,train,test,test,0,0,0,2,0,0,1,0,1,0,0,0,Block,2.0,57,104,../SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_104.wav
WomenWhoStutter,46,9,6409280,6457280,False,WomenWhoStutter_46_0,0.6050832271575928,train,test,train,dev,0,0,0,1,1,2,1,2,1,0,0,0,WordRep,2.0,46,9,../SEP-28k_CLIP/WomenWhoStutter/46/WomenWhoStutter_46_9.wav
StutterTalk,48,37,40799360,40847360,True,Peter Reitzes,0.4808879494667053,,train,test,test,0,0,0,2,0,0,0,1,1,0,0,0,Block,2.0,48,37,../SEP-28k_CLIP/StutterTalk/48/StutterTalk_48_37.wav
WomenWhoStutter,91,35,33772000,33820000,False,WomenWhoStutter_91_1,0.354577898979187,train,dev,dev,train,0,0,0,3,0,0,1,0,0,0,0,0,Block,3.0,91,35,../SEP-28k_CLIP/WomenWhoStutter/91/WomenWhoStutter_91_35.wav
WomenWhoStutter,92,19,27556960,27604960,True,Pamela Mertz,0.3312132656574249,,train,test,test,0,0,0,3,1,0,0,1,0,0,0,0,Block,3.0,92,19,../SEP-28k_CLIP/WomenWhoStutter/92/WomenWhoStutter_92_19.wav
StutterTalk,8,32,3921600,3969600,False,StutterTalk_8_1,0.6088628768920898,train,dev,dev,train,0,1,0,2,1,0,0,0,0,0,0,0,Block,2.0,8,32,../SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_32.wav
WomenWhoStutter,7,9,2062400,2110400,True,Pamela Mertz,0.4166453182697296,,train,test,test,0,0,1,0,1,3,0,0,0,0,0,0,WordRep,3.0,7,9,../SEP-28k_CLIP/WomenWhoStutter/7/WomenWhoStutter_7_9.wav
HeStutters,18,150,21644480,21692480,True,Pamela Mertz,0.4351195693016052,,train,test,test,0,0,0,1,3,0,0,0,0,1,0,0,SoundRep,3.0,18,150,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_150.wav
WomenWhoStutter,79,32,3048800,3096800,True,Pamela Mertz,0.4676923751831054,,train,test,test,0,0,1,1,1,0,0,3,2,0,0,0,Interjection,3.0,79,32,../SEP-28k_CLIP/WomenWhoStutter/79/WomenWhoStutter_79_32.wav
WomenWhoStutter,39,143,23585920,23633920,True,Pamela Mertz,0.4445559978485107,,train,test,test,0,0,0,0,0,3,0,2,0,0,0,0,WordRep,3.0,39,143,../SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_143.wav
HeStutters,20,122,1845440,1893440,True,Pamela Mertz,0.3555315434932709,,train,test,test,0,0,1,1,0,0,0,3,1,0,0,0,Interjection,3.0,20,122,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_122.wav
WomenWhoStutter,97,16,39443200,39491200,True,Pamela Mertz,0.4907203316688537,,train,test,test,0,0,0,1,2,0,0,0,0,1,0,0,SoundRep,2.0,97,16,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_16.wav
StutterTalk,12,36,4231520,4279520,True,Reuben Schuff,0.594284176826477,train,test,train,dev,0,0,1,1,0,0,0,3,1,1,0,0,Interjection,3.0,12,36,../SEP-28k_CLIP/StutterTalk/12/StutterTalk_12_36.wav
HeStutters,15,101,14361280,14409280,True,Pamela Mertz,0.5333555936813354,,train,test,test,0,0,3,2,0,0,0,0,0,0,0,0,Prolongation,3.0,15,101,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_101.wav
StutterTalk,3,24,18928160,18976160,False,StutterTalk_3_1,0.0275467447936534,train,test,train,dev,0,0,0,2,3,0,0,1,0,0,0,0,Block,2.0,3,24,../SEP-28k_CLIP/StutterTalk/3/StutterTalk_3_24.wav
HeStutters,23,205,38495200,38543200,False,HeStutters_23_1,0.3973578810691833,train,dev,dev,train,0,0,0,0,3,0,1,1,0,0,0,0,SoundRep,3.0,23,205,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_205.wav
HeStutters,23,189,33960000,34008000,False,HeStutters_23_1,0.2144212424755096,train,dev,dev,train,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,3.0,23,189,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_189.wav
WomenWhoStutter,32,6,6050080,6098080,True,Pamela Mertz,0.2161339074373245,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,32,6,../SEP-28k_CLIP/WomenWhoStutter/32/WomenWhoStutter_32_6.wav
StutterTalk,37,188,16259040,16307040,True,Christopher Constantino,0.5073709487915039,train,dev,dev,train,0,0,1,1,2,1,1,0,0,0,0,0,SoundRep,2.0,37,188,../SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_188.wav
StutteringIsCool,80,164,17486080,17534080,True,Daniele Rossi,0.6701626777648926,,train,test,test,0,0,0,3,2,0,2,0,0,0,0,0,Block,3.0,80,164,../SEP-28k_CLIP/StutteringIsCool/80/StutteringIsCool_80_164.wav
WomenWhoStutter,109,5,6521440,6569440,True,Pamela Mertz,0.5627365708351135,,train,test,test,0,0,0,0,0,1,0,3,2,0,0,0,Interjection,3.0,109,5,../SEP-28k_CLIP/WomenWhoStutter/109/WomenWhoStutter_109_5.wav
HVSA,2,109,24863040,24911040,True,TJ Travor,0.5588546395301819,train,test,train,dev,0,0,1,2,1,0,1,2,0,1,0,0,Block,2.0,2,109,../SEP-28k_CLIP/HVSA/2/HVSA_2_109.wav
MyStutteringLife,23,64,2430240,2478240,False,MyStutteringLife_23_1,0.5117663741111755,train,dev,dev,train,1,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,23,64,../SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_64.wav
StutteringIsCool,75,22,3792160,3840160,True,Daniele Rossi,0.4066282212734222,,train,test,test,1,1,0,0,2,0,2,0,0,0,0,1,SoundRep,2.0,75,22,../SEP-28k_CLIP/StutteringIsCool/75/StutteringIsCool_75_22.wav
WomenWhoStutter,60,7,5236640,5284640,False,WomenWhoStutter_60_0,0.6065555810928345,train,dev,dev,train,0,0,1,0,0,0,0,3,3,0,0,0,Interjection,3.0,60,7,../SEP-28k_CLIP/WomenWhoStutter/60/WomenWhoStutter_60_7.wav
StutterTalk,33,18,52324480,52372480,True,Peter Reitzes,0.2793876826763153,,train,test,test,0,0,1,1,1,0,1,3,1,0,0,0,Interjection,3.0,33,18,../SEP-28k_CLIP/StutterTalk/33/StutterTalk_33_18.wav
MyStutteringLife,35,48,11500800,11548800,True,Pedro Peña,,,train,test,test,0,0,0,1,2,0,0,2,0,1,0,0,SoundRep,2.0,35,48,../SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_48.wav
StutterTalk,43,130,35974240,36022240,False,StutterTalk_43_0,0.7227312922477722,train,dev,dev,train,0,0,0,2,0,0,0,0,1,1,0,0,Block,2.0,43,130,../SEP-28k_CLIP/StutterTalk/43/StutterTalk_43_130.wav
HeStutters,19,77,22780320,22828320,False,HeStutters_19_0,0.7132489085197449,train,test,train,dev,0,0,0,0,1,0,0,3,2,0,0,0,Interjection,3.0,19,77,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_77.wav
IStutterSoWhat,2,139,10934560,10982560,False,IStutterSoWhat_2_1,0.3124168813228607,train,dev,dev,train,0,0,0,1,2,1,2,0,0,0,0,0,SoundRep,2.0,2,139,../SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_139.wav
WomenWhoStutter,48,27,18712960,18760960,True,Pamela Mertz,0.5693193674087524,,train,test,test,0,1,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,48,27,../SEP-28k_CLIP/WomenWhoStutter/48/WomenWhoStutter_48_27.wav
WomenWhoStutter,50,246,32266560,32314560,True,Pamela Mertz,0.5352251529693604,,train,test,test,0,2,0,2,0,0,1,0,1,1,0,0,Block,2.0,50,246,../SEP-28k_CLIP/WomenWhoStutter/50/WomenWhoStutter_50_246.wav
HeStutters,6,275,23371520,23419520,True,Pamela Mertz,0.6559947729110718,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,6,275,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_275.wav
StutterTalk,8,82,10016320,10064320,True,Reuben Schuff,0.5677557587623596,train,test,train,dev,0,0,0,0,0,0,0,3,3,3,0,0,Interjection,3.0,8,82,../SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_82.wav
WomenWhoStutter,19,187,22888160,22936160,False,WomenWhoStutter_19_0,0.7055431604385376,train,dev,dev,train,0,0,0,0,2,0,0,0,1,0,0,0,SoundRep,2.0,19,187,../SEP-28k_CLIP/WomenWhoStutter/19/WomenWhoStutter_19_187.wav
HeStutters,15,3,28507840,28555840,True,Pamela Mertz,0.3947095274925232,,train,test,test,0,0,1,0,0,3,0,3,0,0,0,0,WordRep,3.0,15,3,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_3.wav
MyStutteringLife,6,21,31967040,32015040,True,Pedro Peña,0.3617884218692779,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,6,21,../SEP-28k_CLIP/MyStutteringLife/6/MyStutteringLife_6_21.wav
StutteringIsCool,46,172,26606400,26654400,True,Daniele Rossi,0.3284138739109039,,train,test,test,0,0,0,3,0,0,0,0,0,0,0,0,Block,3.0,46,172,../SEP-28k_CLIP/StutteringIsCool/46/StutteringIsCool_46_172.wav
HeStutters,20,38,43865600,43913600,True,Pamela Mertz,0.5485632419586182,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,20,38,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_38.wav
WomenWhoStutter,30,1,21384480,21432480,True,Pamela Mertz,0.3976041376590729,,train,test,test,0,0,2,0,0,0,0,3,1,0,0,0,Prolongation,2.0,30,1,../SEP-28k_CLIP/WomenWhoStutter/30/WomenWhoStutter_30_1.wav
StrongVoices,32,149,34767680,34815680,False,StrongVoices_32_1,0.6280463933944702,train,test,train,dev,0,0,3,2,0,0,0,0,0,1,0,0,Prolongation,3.0,32,149,../SEP-28k_CLIP/StrongVoices/32/StrongVoices_32_149.wav
WomenWhoStutter,39,37,32515040,32563040,False,WomenWhoStutter_39_0,0.6548671126365662,train,dev,dev,train,0,0,0,0,1,3,0,2,0,0,0,0,WordRep,3.0,39,37,../SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_37.wav
StutterTalk,66,12,15126560,15174560,False,StutterTalk_66_4,0.3299755752086639,train,dev,dev,train,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,66,12,../SEP-28k_CLIP/StutterTalk/66/StutterTalk_66_12.wav
StutterTalk,37,10,17861600,17909600,False,StutterTalk_37_2,0.7483504414558411,train,test,train,dev,0,0,2,1,0,0,0,0,0,1,0,0,Prolongation,2.0,37,10,../SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_10.wav
StrongVoices,7,25,12074560,12122560,False,StrongVoices_7_1,0.4985179305076599,train,test,train,dev,0,0,0,3,0,0,0,0,1,0,0,0,Block,3.0,7,25,../SEP-28k_CLIP/StrongVoices/7/StrongVoices_7_25.wav
HeStutters,11,15,39086400,39134400,False,HeStutters_11_0,0.4402328729629516,train,test,train,dev,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,11,15,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_15.wav
IStutterSoWhat,2,44,2511040,2559040,False,IStutterSoWhat_2_1,0.4272891283035278,train,dev,dev,train,0,0,0,1,2,0,1,0,0,0,0,0,SoundRep,2.0,2,44,../SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_44.wav
HVSA,1,79,4098080,4146080,False,HVSA_1_0,0.4732106626033783,train,dev,dev,train,0,0,1,1,1,0,0,3,0,1,0,0,Interjection,3.0,1,79,../SEP-28k_CLIP/HVSA/1/HVSA_1_79.wav
HeStutters,16,129,2427840,2475840,True,Pamela Mertz,0.2995285093784332,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,3.0,16,129,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_129.wav
WomenWhoStutter,53,36,2919840,2967840,False,WomenWhoStutter_53_1,0.5613284111022949,train,dev,dev,train,0,0,1,0,0,3,0,0,0,0,0,0,WordRep,3.0,53,36,../SEP-28k_CLIP/WomenWhoStutter/53/WomenWhoStutter_53_36.wav
WomenWhoStutter,87,86,16631680,16679680,False,WomenWhoStutter_87_1,0.6890429854393005,train,test,train,dev,0,0,0,2,2,0,0,0,0,0,0,0,Block,2.0,87,86,../SEP-28k_CLIP/WomenWhoStutter/87/WomenWhoStutter_87_86.wav
HeStutters,19,148,38811360,38859360,True,Pamela Mertz,0.4829224050045013,,train,test,test,0,0,1,1,0,0,0,3,1,1,0,0,Interjection,3.0,19,148,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_148.wav
WomenWhoStutter,86,121,11783360,11831360,True,Pamela Mertz,0.093935877084732,,train,test,test,0,0,1,0,0,3,0,1,0,0,0,0,WordRep,3.0,86,121,../SEP-28k_CLIP/WomenWhoStutter/86/WomenWhoStutter_86_121.wav
WomenWhoStutter,94,18,16095040,16143040,False,WomenWhoStutter_94_0,0.1184910908341407,train,dev,dev,train,0,0,0,0,1,3,0,1,0,0,0,0,WordRep,3.0,94,18,../SEP-28k_CLIP/WomenWhoStutter/94/WomenWhoStutter_94_18.wav
StutteringIsCool,34,45,26114400,26162400,True,Daniele Rossi,0.2502787113189697,,train,test,test,1,0,0,2,1,1,2,0,1,1,0,0,Block,2.0,34,45,../SEP-28k_CLIP/StutteringIsCool/34/StutteringIsCool_34_45.wav
StutterTalk,2,6,7066720,7114720,True,Peter Reitzes,0.3793832957744598,,train,test,test,0,0,1,1,0,0,0,3,1,0,0,0,Interjection,3.0,2,6,../SEP-28k_CLIP/StutterTalk/2/StutterTalk_2_6.wav
MyStutteringLife,29,38,906880,954880,True,Pedro Peña,,,train,test,test,0,0,1,2,0,0,0,1,0,0,0,0,Block,2.0,29,38,../SEP-28k_CLIP/MyStutteringLife/29/MyStutteringLife_29_38.wav
StutteringIsCool,82,169,12494080,12542080,True,Daniele Rossi,0.0822232887148857,,train,test,test,0,0,0,0,0,2,0,3,1,0,0,0,WordRep,2.0,82,169,../SEP-28k_CLIP/StutteringIsCool/82/StutteringIsCool_82_169.wav
WomenWhoStutter,26,11,4653920,4701920,True,Pamela Mertz,0.5520603656768799,,train,test,test,0,0,2,1,0,0,0,1,1,0,0,0,Prolongation,2.0,26,11,../SEP-28k_CLIP/WomenWhoStutter/26/WomenWhoStutter_26_11.wav
StutteringIsCool,33,22,23985120,24033120,,,,,test,train,dev,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,33,22,../SEP-28k_CLIP/StutteringIsCool/33/StutteringIsCool_33_22.wav
WomenWhoStutter,48,19,11127040,11175040,True,Pamela Mertz,0.5159940719604492,,train,test,test,0,1,0,0,0,0,0,3,3,2,0,0,Interjection,3.0,48,19,../SEP-28k_CLIP/WomenWhoStutter/48/WomenWhoStutter_48_19.wav
WomenWhoStutter,103,112,32144800,32192800,True,Pamela Mertz,0.3350335359573364,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,103,112,../SEP-28k_CLIP/WomenWhoStutter/103/WomenWhoStutter_103_112.wav
WomenWhoStutter,49,24,11945440,11993440,True,Pamela Mertz,0.3659533262252807,,train,test,test,0,0,0,0,1,3,0,1,0,0,0,0,WordRep,3.0,49,24,../SEP-28k_CLIP/WomenWhoStutter/49/WomenWhoStutter_49_24.wav
WomenWhoStutter,2,0,1551840,1599840,False,WomenWhoStutter_2_0,0.3459619879722595,train,test,train,dev,0,0,0,0,1,3,0,0,1,0,0,0,WordRep,3.0,2,0,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_0.wav
HeStutters,23,78,14374240,14422240,False,HeStutters_23_1,0.2823047041893005,train,dev,dev,train,0,0,0,0,3,0,1,0,0,0,0,1,SoundRep,3.0,23,78,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_78.wav
StrongVoices,30,28,26517120,26565120,False,StrongVoices_30_1,0.5877178311347961,train,dev,dev,train,0,0,0,2,0,0,0,0,1,0,0,0,Block,2.0,30,28,../SEP-28k_CLIP/StrongVoices/30/StrongVoices_30_28.wav
StutteringIsCool,11,21,1803680,1851680,True,Daniele Rossi,,,train,test,test,0,0,0,1,2,0,0,0,1,0,0,0,SoundRep,2.0,11,21,../SEP-28k_CLIP/StutteringIsCool/11/StutteringIsCool_11_21.wav
WomenWhoStutter,49,38,25619840,25667840,True,Pamela Mertz,0.1797807514667511,,train,test,test,0,0,0,2,0,0,1,1,1,0,0,0,Block,2.0,49,38,../SEP-28k_CLIP/WomenWhoStutter/49/WomenWhoStutter_49_38.wav
IStutterSoWhat,4,156,22175520,22223520,True,Evan Sherman,0.6282879114151001,train,dev,dev,train,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,3.0,4,156,../SEP-28k_CLIP/IStutterSoWhat/4/IStutterSoWhat_4_156.wav
MyStutteringLife,17,26,29648480,29696480,False,MyStutteringLife_17_1,0.3871114552021026,train,dev,dev,train,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,17,26,../SEP-28k_CLIP/MyStutteringLife/17/MyStutteringLife_17_26.wav
WomenWhoStutter,74,176,24109920,24157920,True,Pamela Mertz,0.6525191068649292,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,74,176,../SEP-28k_CLIP/WomenWhoStutter/74/WomenWhoStutter_74_176.wav
StutterTalk,8,163,17051520,17099520,True,Reuben Schuff,0.7028952836990356,train,test,train,dev,0,0,0,0,0,0,0,3,3,2,0,0,Interjection,3.0,8,163,../SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_163.wav
StrongVoices,10,83,8628640,8676640,False,StrongVoices_10_0,0.3938362896442413,train,test,train,dev,0,1,2,0,0,0,0,1,1,0,0,0,Prolongation,2.0,10,83,../SEP-28k_CLIP/StrongVoices/10/StrongVoices_10_83.wav
StutterTalk,7,30,5408160,5456160,False,StutterTalk_7_0,0.7444167733192444,train,test,train,dev,0,0,0,1,1,2,0,0,0,0,0,0,WordRep,2.0,7,30,../SEP-28k_CLIP/StutterTalk/7/StutterTalk_7_30.wav
WomenWhoStutter,8,2,32401600,32449600,False,WomenWhoStutter_8_0,0.3927648663520813,train,test,train,dev,0,0,0,3,1,0,1,0,0,0,0,0,Block,3.0,8,2,../SEP-28k_CLIP/WomenWhoStutter/8/WomenWhoStutter_8_2.wav
HeStutters,15,14,30922080,30970080,True,Pamela Mertz,0.4366940855979919,,train,test,test,0,0,0,3,1,0,2,0,0,0,0,0,Block,3.0,15,14,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_14.wav
WomenWhoStutter,52,10,15232800,15280800,True,Pamela Mertz,0.390295535326004,,train,test,test,0,0,1,0,0,0,0,3,2,1,0,0,Interjection,3.0,52,10,../SEP-28k_CLIP/WomenWhoStutter/52/WomenWhoStutter_52_10.wav
WomenWhoStutter,63,11,31816320,31864320,True,Pamela Mertz,0.5166516900062561,,train,test,test,0,0,1,2,0,0,0,0,0,0,0,0,Block,2.0,63,11,../SEP-28k_CLIP/WomenWhoStutter/63/WomenWhoStutter_63_11.wav
HVSA,1,14,11148480,11196480,False,HVSA_1_0,0.4966586530208587,train,dev,dev,train,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,1,14,../SEP-28k_CLIP/HVSA/1/HVSA_1_14.wav
HeStutters,22,109,22047680,22095680,True,Pamela Mertz,0.588667094707489,,train,test,test,0,0,0,0,2,0,0,0,1,0,0,0,SoundRep,2.0,22,109,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_109.wav
WomenWhoStutter,0,63,34989920,35037920,True,Pamela Mertz,0.2525464594364166,,train,test,test,0,0,2,0,0,0,0,0,1,0,0,0,Prolongation,2.0,0,63,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_63.wav
WomenWhoStutter,0,270,23391680,23439680,True,Pamela Mertz,0.3363576531410217,,train,test,test,0,0,2,1,0,0,0,0,0,0,0,0,Prolongation,2.0,0,270,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_270.wav
StutteringIsCool,34,175,19772160,19820160,False,StutteringIsCool_34_1,0.6702666282653809,train,test,train,dev,0,0,0,0,0,0,0,3,3,3,0,0,Interjection,3.0,34,175,../SEP-28k_CLIP/StutteringIsCool/34/StutteringIsCool_34_175.wav
MyStutteringLife,23,129,42133280,42181280,True,Pedro Peña,0.5188310146331787,,train,test,test,0,0,0,0,0,3,0,1,0,2,0,0,WordRep,3.0,23,129,../SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_129.wav
WomenWhoStutter,57,79,6086080,6134080,True,Pamela Mertz,0.4079805314540863,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,57,79,../SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_79.wav
StutteringIsCool,27,33,15265280,15313280,True,Daniele Rossi,0.6509819626808167,,train,test,test,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,3.0,27,33,../SEP-28k_CLIP/StutteringIsCool/27/StutteringIsCool_27_33.wav
StutteringIsCool,16,24,17442880,17490880,True,Daniele Rossi,0.5294933319091797,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,16,24,../SEP-28k_CLIP/StutteringIsCool/16/StutteringIsCool_16_24.wav
WomenWhoStutter,56,55,2986560,3034560,True,Pamela Mertz,0.508758008480072,,train,test,test,0,0,0,2,2,0,1,0,0,0,0,0,Block,2.0,56,55,../SEP-28k_CLIP/WomenWhoStutter/56/WomenWhoStutter_56_55.wav
StutterTalk,68,26,53418560,53466560,True,Chaya Goldstein,0.5654693245887756,train,dev,dev,train,0,0,0,2,0,0,1,0,1,0,0,0,Block,2.0,68,26,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_26.wav
WomenWhoStutter,88,216,44839200,44887200,False,WomenWhoStutter_88_1,-0.0887416675686836,train,dev,dev,train,0,0,0,0,2,1,0,1,0,0,0,0,SoundRep,2.0,88,216,../SEP-28k_CLIP/WomenWhoStutter/88/WomenWhoStutter_88_216.wav
StutterTalk,68,29,53546560,53594560,True,Chaya Goldstein,0.0104341870173811,train,dev,dev,train,0,0,1,0,0,3,0,0,0,0,0,0,WordRep,3.0,68,29,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_29.wav
HeStutters,2,188,25499040,25547040,False,HeStutters_2_1,0.6213313341140747,train,test,train,dev,0,0,3,2,1,0,0,0,0,0,0,0,Prolongation,3.0,2,188,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_188.wav
